ID,Statistical weight (single-year data files),Age of youngest household child < 18,Age,Sex,Educational attainment,Race,Hispanic origin,Metropolitan status,Labor force status,Multiple job status,Full time or part time status,School Enrollment,School Level,Presence of spouse,Spouse¡¯s employment status,Weekly earnings,Number of children < 18 living in the household,Spouse¡¯s full time or part time employment status,Usual weekly hours of work (total),Day of week,Holiday
2.01711E+13,1.4E+07,-1,75,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Thursday,Diary day was not a holiday
2.01711E+13,1.58E+07,0,26,Female,7th or 8th grade,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,No,Blank,Unmarried partner present,Employed,-1,3,Full time,-1,Wednesday,Diary day was not a holiday
2.01711E+13,1617097,9,40,Female,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,-1,1,Blank,35,Sunday,Diary day was not a holiday
2.01711E+13,6500702,-1,40,Male,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,No spouse or unmarried partner present,Blank,288461,0,Blank,92,Friday,Diary day was not a holiday
2.01711E+13,6628934,-1,55,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,153846,0,Blank,40,Sunday,Diary day was not a holiday
2.01711E+13,1.8E+07,17,52,Male,Some college but no degree,1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Not employed,7600,1,Blank,-4,Tuesday,Diary day was not a holiday
2.01711E+13,1E+07,3,37,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Not employed,-1,3,Blank,-1,Wednesday,Diary day was not a holiday
2.01711E+13,6013095,-1,85,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Wednesday,Diary day was not a holiday
2.01711E+13,9352913,-1,46,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,50850,0,Blank,40,Friday,Diary day was not a holiday
2.01711E+13,9549300,-1,64,Male,Some college but no degree,2,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Not employed,27692,0,Blank,15,Friday,Diary day was not a holiday
2.01711E+13,1.1E+07,-1,74,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Friday,Diary day was not a holiday
2.01711E+13,1.18E+07,-1,57,Male,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,44835,0,Full time,35,Wednesday,Diary day was not a holiday
2.01711E+13,1.44E+07,-1,23,Male,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,78000,0,Blank,40,Wednesday,Diary day was not a holiday
2.01711E+13,6366974,14,59,Male,"Bachelor's degree (BA, AB, BS, etc.)",5,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,175125,1,Full time,50,Monday,Diary day was not a holiday
2.01711E+13,1.15E+07,-1,42,Male,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,86500,0,Blank,40,Sunday,Diary day was not a holiday
2.01711E+13,1.17E+07,-1,45,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,0,Full time,-1,Sunday,Diary day was not a holiday
2.01711E+13,1.17E+07,-1,54,Female,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Wednesday,Diary day was not a holiday
2.01711E+13,8640200,4,38,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,2,Full time,-1,Friday,Diary day was not a holiday
2.01711E+13,1.08E+07,0,31,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,158000,1,Blank,40,Tuesday,Diary day was not a holiday
2.01711E+13,7046097,9,39,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,50400,2,Full time,40,Sunday,Diary day was not a holiday
2.01711E+13,6207375,6,44,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,148076,3,Part time,44,Wednesday,Diary day was not a holiday
2.01711E+13,8884791,7,41,Female,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Part time,No,Blank,No spouse or unmarried partner present,Blank,57692,1,Blank,29,Monday,Diary day was not a holiday
2.01711E+13,1.46E+07,-1,80,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Friday,Diary day was not a holiday
2.01711E+13,1.06E+07,-1,39,Male,12th grade - no diploma,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,-1,0,Full time,40,Sunday,Diary day was not a holiday
2.01711E+13,3156467,-1,59,Male,7th or 8th grade,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01711E+13,8416612,4,35,Female,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,Spouse present,Employed,72750,1,Full time,30,Thursday,Diary day was not a holiday
2.01711E+13,9075557,15,34,Female,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,No spouse or unmarried partner present,Blank,164088,1,Blank,51,Sunday,Diary day was not a holiday
2.01711E+13,4115384,-1,32,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,No spouse or unmarried partner present,Blank,27692,0,Blank,46,Sunday,Diary day was not a holiday
2.01711E+13,1.24E+07,1,32,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,134615,4,Part time,40,Wednesday,Diary day was not a holiday
2.01711E+13,3131432,13,40,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Employed - at work,Yes,Full time,No,Blank,No spouse or unmarried partner present,Blank,108000,2,Blank,56,Friday,Diary day was not a holiday
2.01711E+13,1.58E+07,-1,22,Female,Some college but no degree,1,Hispanic,Metropolitan,Employed - at work,No,Full time,Yes,College or university,No spouse or unmarried partner present,Blank,65000,0,Blank,40,Wednesday,Diary day was not a holiday
2.01711E+13,1.19E+07,14,55,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,105769,1,Full time,40,Thursday,Diary day was not a holiday
2.01711E+13,1.17E+07,6,38,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Yes,College or university,Spouse present,Employed,125000,2,Full time,40,Friday,Diary day was not a holiday
2.01711E+13,4940551,-1,85,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Friday,Diary day was not a holiday
2.01711E+13,3305983,1,41,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,288461,1,Full time,50,Sunday,Diary day was not a holiday
2.01711E+13,1.51E+07,10,15,Female,9th grade,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,3,Blank,-1,Thursday,Diary day was not a holiday
2.01711E+13,2.27E+07,11,18,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,78600,2,Blank,-4,Tuesday,Diary day was not a holiday
2.01711E+13,6473857,-1,74,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Friday,Diary day was not a holiday
2.01711E+13,3.18E+07,-1,25,Male,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,35000,0,Blank,40,Tuesday,Diary day was not a holiday
2.01711E+13,1.68E+07,-1,37,Female,"Doctoral degree (PhD, EdD, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,201923,0,Blank,-4,Sunday,Diary day was not a holiday
2.01711E+13,2.03E+07,11,18,Male,10th grade,1,Non-Hispanic,Metropolitan,Unemployed - looking,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Sunday,Diary day was not a holiday
2.01711E+13,2.27E+07,-1,55,Male,9th grade,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Not employed,75000,0,Blank,48,Wednesday,Diary day was not a holiday
2.01711E+13,4319879,-1,65,Female,Some college but no degree,2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Friday,Diary day was not a holiday
2.01711E+13,2487666,-1,79,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",2,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01711E+13,8347817,11,38,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,52000,3,Full time,40,Monday,Diary day was not a holiday
2.01711E+13,3238778,-1,41,Male,Associate degree - academic program,1,Non-Hispanic,Non-metropolitan,Employed - at work,Yes,Full time,No,Blank,No spouse or unmarried partner present,Blank,33000,0,Blank,52,Sunday,Diary day was not a holiday
2.01711E+13,1.36E+07,17,62,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,163461,1,Blank,45,Tuesday,Diary day was not a holiday
2.01711E+13,1.51E+07,-1,75,Female,"Doctoral degree (PhD, EdD, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Not employed,80769,0,Blank,20,Friday,Diary day was not a holiday
2.01711E+13,6245509,-1,68,Male,11th grade,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Friday,Diary day was not a holiday
2.01711E+13,1.04E+07,5,38,Female,"Bachelor's degree (BA, AB, BS, etc.)",4,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,-1,1,Full time,83,Wednesday,Diary day was not a holiday
2.01711E+13,2.68E+07,-1,80,Female,"Doctoral degree (PhD, EdD, etc.)",2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Wednesday,Diary day was not a holiday
2.01711E+13,2.37E+07,9,17,Male,11th grade,2,Non-Hispanic,Metropolitan,Unemployed - looking,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Friday,Diary day was not a holiday
2.01711E+13,1.5E+07,15,51,Female,"Bachelor's degree (BA, AB, BS, etc.)",2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,60000,2,Full time,40,Thursday,Diary day was a holiday
2.01711E+13,1.37E+07,-1,51,Male,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Unmarried partner present,Employed,57692,0,Full time,45,Saturday,Diary day was not a holiday
2.01711E+13,4709966,-1,28,Female,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,23076,0,Blank,40,Sunday,Diary day was not a holiday
2.01711E+13,4.64E+07,12,20,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Unemployed - looking,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Wednesday,Diary day was not a holiday
2.01711E+13,1.39E+07,14,26,Female,Associate degree - academic program,3,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,No spouse or unmarried partner present,Blank,24000,1,Blank,15,Thursday,Diary day was not a holiday
2.01711E+13,3419519,2,32,Female,Some college but no degree,2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,-1,3,Blank,-4,Saturday,Diary day was not a holiday
2.01711E+13,1.91E+07,7,33,Female,Some college but no degree,2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Yes,College or university,No spouse or unmarried partner present,Blank,167307,2,Blank,35,Friday,Diary day was not a holiday
2.01711E+13,1.39E+07,4,36,Female,"Bachelor's degree (BA, AB, BS, etc.)",2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,College or university,Spouse present,Not employed,-1,3,Blank,-1,Thursday,Diary day was not a holiday
2.01711E+13,7228024,-1,49,Female,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Non-metropolitan,Employed - at work,No,Part time,Yes,College or university,No spouse or unmarried partner present,Blank,33000,0,Blank,25,Tuesday,Diary day was not a holiday
2.01711E+13,1.44E+07,-1,57,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01711E+13,5320584,-1,29,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,138461,0,Blank,50,Sunday,Diary day was not a holiday
2.01711E+13,2.35E+07,0,32,Male,Some college but no degree,2,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,No spouse or unmarried partner present,Blank,12000,2,Blank,20,Thursday,Diary day was not a holiday
2.01711E+13,3950854,-1,63,Female,Some college but no degree,2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01711E+13,1.57E+07,0,26,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,39000,3,Blank,35,Thursday,Diary day was not a holiday
2.01711E+13,5376756,2,28,Female,Some college but no degree,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,1,Full time,-1,Sunday,Diary day was not a holiday
2.01711E+13,6905396,2,29,Female,10th grade,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Unmarried partner present,Employed,-1,1,Full time,-1,Sunday,Diary day was not a holiday
2.01711E+13,7004631,-1,53,Male,7th or 8th grade,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Unmarried partner present,Employed,48000,0,Hours vary,40,Sunday,Diary day was not a holiday
2.01711E+13,7692855,-1,74,Male,Less than 1st grade,2,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Employed,-1,0,Full time,-1,Wednesday,Diary day was not a holiday
2.01711E+13,8991334,2,27,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,46800,1,Blank,40,Wednesday,Diary day was not a holiday
2.01711E+13,1.71E+07,-1,28,Male,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,0,0,Blank,-4,Thursday,Diary day was not a holiday
2.01711E+13,3717667,-1,53,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Hispanic,Non-metropolitan,Unemployed - looking,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01711E+13,5722993,17,45,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,80000,1,Blank,40,Saturday,Diary day was not a holiday
2.01711E+13,1.12E+07,-1,21,Male,Some college but no degree,1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,33000,0,Hours vary,40,Sunday,Diary day was not a holiday
2.01711E+13,2.82E+07,13,18,Male,11th grade,1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Yes,High school,No spouse or unmarried partner present,Blank,4000,1,Blank,-4,Monday,Diary day was not a holiday
2.01711E+13,1.81E+07,-1,37,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,149500,0,Blank,-4,Friday,Diary day was not a holiday
2.01711E+13,1.3E+07,-1,73,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Tuesday,Diary day was not a holiday
2.01711E+13,1.05E+07,5,45,Female,Some college but no degree,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,1,Full time,-1,Monday,Diary day was not a holiday
2.01711E+13,1.19E+07,-1,28,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,105769,0,Full time,45,Saturday,Diary day was not a holiday
2.01711E+13,6271363,3,29,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,147500,1,Blank,40,Saturday,Diary day was not a holiday
2.01711E+13,1.44E+07,-1,55,Male,Some college but no degree,1,Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Not employed,86538,0,Blank,40,Thursday,Diary day was not a holiday
2.01711E+13,1.5E+07,-1,68,Male,Some college but no degree,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Employed,-1,0,Full time,-1,Wednesday,Diary day was not a holiday
2.01711E+13,7379081,-1,72,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Thursday,Diary day was not a holiday
2.01711E+13,1.43E+07,15,39,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,64000,1,Full time,40,Friday,Diary day was not a holiday
2.01711E+13,8553857,-1,68,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-4,Sunday,Diary day was not a holiday
2.01711E+13,3367784,0,44,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,144230,3,Full time,45,Saturday,Diary day was not a holiday
2.01711E+13,1.77E+07,-1,80,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Employed,-1,0,Full time,-1,Monday,Diary day was not a holiday
2.01711E+13,3.16E+07,-1,21,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Yes,College or university,Unmarried partner present,Employed,48076,0,Hours vary,10,Friday,Diary day was not a holiday
2.01711E+13,4249714,-1,38,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Yes,College or university,No spouse or unmarried partner present,Blank,100000,0,Blank,36,Sunday,Diary day was not a holiday
2.01711E+13,1.84E+07,-1,62,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Thursday,Diary day was not a holiday
2.01711E+13,3696895,-1,80,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01711E+13,1.32E+07,1,33,Male,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,58000,3,Part time,40,Sunday,Diary day was not a holiday
2.01711E+13,1.77E+07,-1,36,Male,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Unemployed - looking,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01711E+13,2988715,4,36,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Yes,College or university,Spouse present,Employed,-1,4,Full time,-1,Saturday,Diary day was not a holiday
2.01711E+13,4511069,-1,29,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,167500,0,Blank,-4,Saturday,Diary day was not a holiday
2.01711E+13,2484973,-1,63,Male,Associate degree - academic program,1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,56000,0,Blank,40,Saturday,Diary day was not a holiday
2.01711E+13,6343687,-1,85,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Wednesday,Diary day was not a holiday
2.01711E+13,7039537,-1,45,Male,"Bachelor's degree (BA, AB, BS, etc.)",2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,140000,0,Blank,55,Thursday,Diary day was not a holiday
2.01711E+13,1.5E+07,16,48,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Employed - at work,Yes,Full time,No,Blank,Spouse present,Employed,9450,1,Full time,48,Tuesday,Diary day was not a holiday
2.01711E+13,4988627,-1,65,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,No spouse or unmarried partner present,Blank,37700,0,Blank,24,Tuesday,Diary day was not a holiday
2.01711E+13,2473577,-1,72,Male,Some college but no degree,2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01711E+13,1.47E+07,-1,58,Male,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,84240,0,Full time,42,Sunday,Diary day was not a holiday
2.01711E+13,9627392,-1,65,Female,Less than 1st grade,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Wednesday,Diary day was not a holiday
2.01711E+13,2.02E+07,-1,54,Male,High school graduate - diploma or equivalent (GED),7,Non-Hispanic,Non-metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Employed,-1,0,Full time,25,Friday,Diary day was not a holiday
2.01711E+13,3139936,1,30,Female,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,1,Full time,-1,Sunday,Diary day was not a holiday
2.01711E+13,8174148,-1,65,Male,"Professional school degree (MD, DDS, DVM, etc.)",1,Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Not employed,46100,0,Blank,20,Friday,Diary day was not a holiday
2.01711E+13,6454684,-1,66,Female,Some college but no degree,1,Non-Hispanic,Non-metropolitan,Unemployed - looking,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Friday,Diary day was not a holiday
2.01711E+13,3.35E+07,-1,18,Female,High school graduate - diploma or equivalent (GED),6,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,College or university,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Thursday,Diary day was a holiday
2.01711E+13,8073701,-1,56,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,86538,0,Full time,45,Sunday,Diary day was not a holiday
2.01711E+13,1.39E+07,-1,79,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Not employed,240384,0,Blank,50,Thursday,Diary day was not a holiday
2.01711E+13,3330291,14,49,Female,"Bachelor's degree (BA, AB, BS, etc.)",7,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,54040,1,Full time,37,Saturday,Diary day was not a holiday
2.01711E+13,1.38E+07,-1,71,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Tuesday,Diary day was not a holiday
2.01711E+13,2.83E+07,-1,51,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,66800,0,Full time,40,Tuesday,Diary day was not a holiday
2.01711E+13,9120489,5,44,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,Spouse present,Employed,26200,7,Hours vary,-4,Sunday,Diary day was not a holiday
2.01711E+13,2.78E+07,-1,26,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,98700,0,Full time,40,Friday,Diary day was not a holiday
2.01711E+13,1.14E+07,-1,67,Female,11th grade,2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Tuesday,Diary day was not a holiday
