ID,Statistical weight (single-year data files),Age of youngest household child < 18,Age,Sex,Educational attainment,Race,Hispanic origin,Metropolitan status,Labor force status,Multiple job status,Full time or part time status,School Enrollment,School Level,Presence of spouse,Spouse¡¯s employment status,Weekly earnings,Number of children < 18 living in the household,Spouse¡¯s full time or part time employment status,Usual weekly hours of work (total),Day of week,Holiday
2.01701E+13,5217551,15,34,Female,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,74220,1,Blank,40,Sunday,Diary day was not a holiday
2.01701E+13,3106847,7,28,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,2,Full time,-1,Saturday,Diary day was not a holiday
2.01701E+13,1.65E+07,15,15,Male,9th grade,3,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Wednesday,Diary day was not a holiday
2.01701E+13,1.76E+07,-1,46,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,96000,0,Blank,40,Monday,Diary day was not a holiday
2.01701E+13,1022275,-1,85,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,63610,0,Blank,38,Saturday,Diary day was not a holiday
2.01701E+13,2972591,-1,60,Male,9th grade,1,Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Not employed,-1,0,Blank,50,Saturday,Diary day was not a holiday
2.01701E+13,2.72E+07,17,44,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,115500,1,Blank,40,Monday,Diary day was not a holiday
2.01701E+13,4423197,8,49,Female,"Bachelor's degree (BA, AB, BS, etc.)",2,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,No spouse or unmarried partner present,Blank,71250,2,Blank,65,Tuesday,Diary day was not a holiday
2.01701E+13,4722745,-1,63,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Not employed,192307,0,Blank,40,Sunday,Diary day was not a holiday
2.01701E+13,5431371,-1,70,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Friday,Diary day was not a holiday
2.01701E+13,8077137,-1,44,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,150000,0,Blank,40,Sunday,Diary day was not a holiday
2.01701E+13,1.05E+07,1,17,Female,10th grade,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,3,Full time,-1,Saturday,Diary day was not a holiday
2.01701E+13,1.38E+07,-1,79,Male,"Professional school degree (MD, DDS, DVM, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,9677182,4,61,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Employed,15000,2,Full time,15,Monday,Diary day was not a holiday
2.01701E+13,1.52E+07,-1,50,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,82840,0,Full time,40,Tuesday,Diary day was not a holiday
2.01701E+13,5723368,-1,64,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Employed,30000,0,Hours vary,20,Sunday,Diary day was not a holiday
2.01701E+13,2588656,-1,22,Female,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,College or university,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,2782759,12,46,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,288461,1,Full time,50,Sunday,Diary day was not a holiday
2.01701E+13,3578830,3,52,Male,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Not employed,72000,2,Blank,45,Sunday,Diary day was not a holiday
2.01701E+13,1.09E+07,10,47,Female,"Bachelor's degree (BA, AB, BS, etc.)",2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,15000,1,Blank,-4,Sunday,Diary day was not a holiday
2.01701E+13,6071649,-1,63,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,50,Tuesday,Diary day was not a holiday
2.01701E+13,3086205,-1,50,Female,Some college but no degree,2,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,3467374,-1,85,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,5675642,1,38,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,67500,2,Part time,40,Tuesday,Diary day was not a holiday
2.01701E+13,8540110,-1,64,Female,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,1820337,-1,58,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - absent,No,Part time,Blank,Blank,No spouse or unmarried partner present,Blank,0,0,Blank,30,Sunday,Diary day was not a holiday
2.01701E+13,5074717,-1,51,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,105769,0,Full time,50,Sunday,Diary day was not a holiday
2.01701E+13,4260800,-1,73,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Unmarried partner present,Not employed,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,3544166,1,33,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,2,Part time,-1,Sunday,Diary day was not a holiday
2.01701E+13,4616305,-1,59,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Non-metropolitan,Employed - at work,Yes,Full time,Blank,Blank,Spouse present,Employed,-1,0,Part time,64,Saturday,Diary day was not a holiday
2.01701E+13,3403371,-1,85,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,7047940,-1,22,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,Unmarried partner present,Employed,45000,0,Full time,55,Sunday,Diary day was not a holiday
2.01701E+13,9022631,-1,42,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,86538,0,Hours vary,40,Saturday,Diary day was not a holiday
2.01701E+13,2.01E+07,-1,46,Female,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,103846,0,Full time,60,Wednesday,Diary day was not a holiday
2.01701E+13,3984072,-1,66,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,72200,0,Blank,38,Wednesday,Diary day was not a holiday
2.01701E+13,6039179,-1,74,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,3.83E+07,-1,51,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,108500,0,Full time,45,Friday,Diary day was not a holiday
2.01701E+13,8996832,13,64,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Employed,55000,1,Hours vary,25,Thursday,Diary day was not a holiday
2.01701E+13,1.01E+07,0,29,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,188461,1,Full time,40,Monday,Diary day was not a holiday
2.01701E+13,1.31E+07,-1,75,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,4265994,14,56,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Part time,Blank,Blank,No spouse or unmarried partner present,Blank,45500,1,Blank,32,Friday,Diary day was not a holiday
2.01701E+13,1.21E+07,-1,68,Male,"Doctoral degree (PhD, EdD, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Employed,-1,0,Part time,8,Tuesday,Diary day was not a holiday
2.01701E+13,7616753,17,52,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,84000,1,Full time,40,Friday,Diary day was not a holiday
2.01701E+13,738886.8,14,73,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,1,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,3332193,4,38,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,120000,1,Full time,40,Sunday,Diary day was not a holiday
2.01701E+13,4920052,-1,85,Female,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,1.41E+07,14,17,Female,11th grade,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Friday,Diary day was not a holiday
2.01701E+13,1.39E+07,-1,62,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,96000,0,Blank,46,Wednesday,Diary day was not a holiday
2.01701E+13,7271910,17,41,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,119230,1,Full time,40,Saturday,Diary day was not a holiday
2.01701E+13,2399181,1,73,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,7,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,1.77E+07,-1,44,Male,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,220000,0,Full time,64,Wednesday,Diary day was not a holiday
2.01701E+13,2705003,-1,34,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,2.1E+07,-1,59,Female,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,3529629,8,55,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,41720,2,Blank,-4,Saturday,Diary day was not a holiday
2.01701E+13,6274128,-1,63,Male,9th grade,2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,44000,0,Blank,40,Tuesday,Diary day was not a holiday
2.01701E+13,1.55E+07,-1,20,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Unemployed - looking,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,5972571,10,43,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,220000,2,Full time,40,Monday,Diary day was not a holiday
2.01701E+13,2833356,3,26,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,71538,1,Full time,40,Sunday,Diary day was not a holiday
2.01701E+13,1.37E+07,-1,57,Female,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,1977943,-1,60,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,35,Saturday,Diary day was not a holiday
2.01701E+13,5607489,-1,53,Female,Some college but no degree,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,2202374,-1,51,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,71040,0,Blank,40,Saturday,Diary day was not a holiday
2.01701E+13,3507592,-1,71,Female,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,2.06E+07,15,15,Female,9th grade,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,6366804,-1,64,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,1.45E+07,-1,75,Male,"Professional school degree (MD, DDS, DVM, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Not employed,-1,0,Blank,30,Friday,Diary day was not a holiday
2.01701E+13,4331769,-1,69,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Tuesday,Diary day was not a holiday
2.01701E+13,1.31E+07,-1,66,Male,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Employed,-1,0,Full time,-1,Monday,Diary day was not a holiday
2.01701E+13,2649991,-1,66,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,4336192,-1,69,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Unmarried partner present,Employed,-1,0,Hours vary,-1,Saturday,Diary day was not a holiday
2.01701E+13,1.28E+07,4,40,Female,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,4,Full time,-1,Friday,Diary day was not a holiday
2.01701E+13,1302805,-1,70,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,1712638,13,56,Female,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Not employed,104000,1,Blank,20,Saturday,Diary day was not a holiday
2.01701E+13,2.13E+07,-1,65,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Not employed,30000,0,Blank,15,Tuesday,Diary day was not a holiday
2.01701E+13,1718014,-1,64,Female,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,5157291,0,29,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Not identified,Not in labor force,Blank,Blank,No,Blank,Unmarried partner present,Employed,-1,3,Full time,-1,Saturday,Diary day was not a holiday
2.01701E+13,5082231,-1,58,Female,"Doctoral degree (PhD, EdD, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,Blank,Blank,Spouse present,Not employed,30000,0,Blank,40,Sunday,Diary day was not a holiday
2.01701E+13,4869849,-1,68,Female,"Bachelor's degree (BA, AB, BS, etc.)",4,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Thursday,Diary day was not a holiday
2.01701E+13,1.25E+07,-1,69,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,3614129,-1,65,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Employed - absent,No,Part time,Blank,Blank,Spouse present,Employed,125000,0,Full time,30,Saturday,Diary day was not a holiday
2.01701E+13,3747913,11,45,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,Spouse present,Employed,200000,2,Full time,38,Sunday,Diary day was not a holiday
2.01701E+13,6240850,-1,40,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,203846,0,Blank,40,Thursday,Diary day was not a holiday
2.01701E+13,5985754,-1,80,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,105769,0,Blank,40,Tuesday,Diary day was not a holiday
2.01701E+13,3494837,-1,59,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,4715422,-1,40,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,117884,0,Blank,45,Sunday,Diary day was not a holiday
2.01701E+13,3791961,-1,73,Female,Some college but no degree,2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Tuesday,Diary day was not a holiday
2.01701E+13,3254925,-1,85,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,6014098,-1,32,Male,Associate degree - academic program,11,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,College or university,Spouse present,Employed,-1,0,Full time,-1,Sunday,Diary day was not a holiday
2.01701E+13,3755589,-1,66,Female,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,1.27E+07,17,59,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",4,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Not employed,85000,1,Blank,40,Thursday,Diary day was not a holiday
2.01701E+13,2320024,4,32,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,60000,2,Blank,-4,Sunday,Diary day was not a holiday
2.01701E+13,7065157,12,43,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,264000,4,Part time,40,Sunday,Diary day was not a holiday
2.01701E+13,5703555,10,56,Male,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,119200,3,Full time,40,Tuesday,Diary day was not a holiday
2.01701E+13,4905024,17,45,Female,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,150000,1,Full time,38,Sunday,Diary day was not a holiday
2.01701E+13,5479595,-1,62,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Unmarried partner present,Employed,-1,0,Full time,15,Sunday,Diary day was not a holiday
2.01701E+13,6248860,8,16,Male,7th or 8th grade,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,1.18E+07,-1,28,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Unmarried partner present,Employed,61538,0,Full time,40,Saturday,Diary day was not a holiday
2.01701E+13,8722633,-1,39,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,82692,0,Blank,40,Wednesday,Diary day was not a holiday
2.01701E+13,3100169,9,44,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",4,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,112900,2,Full time,40,Saturday,Diary day was not a holiday
2.01701E+13,3838567,-1,76,Male,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Tuesday,Diary day was not a holiday
2.01701E+13,3431732,-1,38,Male,"Bachelor's degree (BA, AB, BS, etc.)",4,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,173050,0,Blank,40,Saturday,Diary day was not a holiday
2.01701E+13,4633180,-1,60,Male,Some college but no degree,2,Non-Hispanic,Metropolitan,Unemployed - looking,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,1.01E+07,-1,34,Male,Associate degree - occupational/vocational,1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Unmarried partner present,Employed,107500,0,Part time,40,Wednesday,Diary day was not a holiday
2.01701E+13,7894601,1,36,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,288461,1,Blank,45,Wednesday,Diary day was not a holiday
2.01701E+13,1.62E+07,-1,25,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,53500,0,Blank,40,Monday,Diary day was not a holiday
2.01701E+13,6851599,1,31,Female,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,2,Full time,-1,Monday,Diary day was not a holiday
2.01701E+13,2545144,9,47,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,288461,2,Full time,45,Saturday,Diary day was not a holiday
2.01701E+13,4.15E+07,-1,67,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Wednesday,Diary day was not a holiday
2.01701E+13,1.59E+07,-1,46,Female,Some college but no degree,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Tuesday,Diary day was not a holiday
2.01701E+13,4724217,-1,68,Male,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Not employed,92307,0,Blank,-4,Sunday,Diary day was not a holiday
2.01701E+13,3775279,0,37,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,164000,2,Part time,40,Saturday,Diary day was not a holiday
2.01701E+13,1.81E+07,-1,63,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Employed,-1,0,Hours vary,-1,Monday,Diary day was not a holiday
2.01701E+13,5359895,-1,61,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Employed,-1,0,Part time,-1,Sunday,Diary day was not a holiday
2.01701E+13,6008664,-1,44,Male,7th or 8th grade,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Not employed,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,3586391,5,32,Male,5th or 6th grade,1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,88040,3,Full time,50,Sunday,Diary day was not a holiday
2.01701E+13,5418618,-1,54,Female,Some college but no degree,1,Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,288461,0,Blank,40,Tuesday,Diary day was not a holiday
